GO,AUC,AVG_NODE_DEGREE,DEGREE_NULL_AUC,P_Value,n_genes,namespace,term_name,is_obsolete
GO:0009538,0.9837623352773798,5452.47578948034,0.023476805720060414,2.5567991981508285e-09,13,cellular_component,photosystem I reaction center,False
GO:0009522,0.9799488357956528,5477.412700259856,0.026029031928841158,9.820369292559517e-13,18,cellular_component,photosystem I,False
GO:0009768,0.973462098485078,5675.838949208432,0.04961060999383844,2.977367706491033e-18,28,biological_process,"photosynthesis, light harvesting in photosystem I",False
GO:0010287,0.9705197639006625,5625.379610905792,0.044607704624658566,1.6276358815629086e-10,15,cellular_component,plastoglobule,False
GO:0051259,0.9677937079974143,6008.292878921916,0.08906578874042448,9.09696085185647e-21,33,biological_process,protein complex oligomerization,False
GO:0042542,0.9669282295741439,5994.2046775571525,0.09356994065165271,2.584700592751078e-22,36,biological_process,response to hydrogen peroxide,False
GO:0009654,0.9565167691908836,5693.719467253222,0.05635296613165523,3.737134005547608e-17,28,cellular_component,photosystem II oxygen evolving complex,False
GO:0009523,0.9515400452458195,5733.404094006542,0.06192710487927018,7.414609228779163e-23,39,cellular_component,photosystem II,False
GO:0022625,0.945226688965346,6984.191372444578,0.40631432951310315,6.262342944432036e-108,206,cellular_component,cytosolic large ribosomal subunit,False
GO:0015979,0.9416242355167915,5722.216654777489,0.0773433308873857,3.548345348612108e-37,69,biological_process,photosynthesis,False
GO:0010207,0.9410139604962686,5982.400941255295,0.09910068978506016,6.244690181808601e-08,12,biological_process,photosystem II assembly,False
GO:0009773,0.9404126737460071,5587.690324298193,0.04330517966881603,5.652164259113719e-09,14,biological_process,photosynthetic electron transport in photosystem I,False
GO:0031428,0.9323924319827985,7449.89772930735,0.6362090072274408,7.513174970620433e-07,12,cellular_component,box C/D methylation guide snoRNP complex,False
GO:0042254,0.9300212622597203,7356.682237570468,0.5908584053993405,5.9518823879976114e-21,41,biological_process,ribosome biogenesis,False
GO:0031167,0.9298022598870057,7559.125247522892,0.6684578839239856,1.4850958485713017e-06,11,biological_process,rRNA methylation,False
GO:0030261,0.9297612041026123,6257.355890839522,0.19544106222190832,1.401005608158693e-06,12,biological_process,chromosome condensation,False
